objects_actual,fifo_miss_ratio,lru_miss_ratio,sieve_miss_ratio,sieve_vs_fifo_percent,sieve_vs_lru_percent
807,0.3253,0.2956,0.2722,16.323393790347367,7.916102841677936
813,0.3231,0.2938,0.2706,16.248839368616526,7.896528250510551
819,0.3258,0.2959,0.2723,16.42111724984653,7.9756674552213624
821,0.3253,0.2955,0.2723,16.29265293575161,7.851099830795262
822,0.3249,0.2951,0.2719,16.312711603570342,7.861741782446628
824,0.3253,0.2956,0.2723,16.29265293575161,7.88227334235453
826,0.3244,0.2949,0.2717,16.245376078914926,7.867073584265852
827,0.3249,0.2953,0.2719,16.312711603570342,7.924144937351857
829,0.3258,0.2961,0.2722,16.451810926949044,8.071597433299555
833,0.3264,0.2968,0.273,16.360294117647058,8.018867924528298
835,0.327,0.2974,0.2736,16.3302752293578,8.002689979825147
836,0.3247,0.2953,0.272,16.23036649214659,7.890281070098201
837,0.324,0.2946,0.2715,16.203703703703702,7.841140529531554
838,0.3253,0.2958,0.2722,16.323393790347367,7.978363759296824
853,0.3236,0.2941,0.2711,16.22373300370828,7.820469228153678
967,0.4055,0.3727,0.3365,17.016029593094945,9.712905822377236
971,0.4052,0.3724,0.3361,17.0533070088845,9.747583243823845
972,0.4072,0.3744,0.3376,17.092337917485263,9.82905982905983
973,0.4085,0.3754,0.3384,17.160342717258263,9.856153436334585
974,0.4074,0.3747,0.3376,17.133038782523315,9.901254336802767
976,0.4065,0.3738,0.3372,17.04797047970479,9.791332263242381
977,0.4045,0.3717,0.3352,17.13226205191595,9.819747107882696
978,0.4067,0.3738,0.337,17.137939513154656,9.844836811128946
979,0.4065,0.3739,0.337,17.097170971709705,9.868948916822678
980,0.4065,0.3736,0.3368,17.146371463714637,9.850107066381158
981,0.4046,0.372,0.3356,17.053880375679682,9.784946236559136
984,0.4069,0.374,0.3376,17.03121159990169,9.732620320855611
998,0.5207,0.4871,0.4323,16.977146149414253,11.250256620817073
999,0.5201,0.4864,0.4318,16.977504326091132,11.225328947368416
1000,0.7551,0.7388,0.691,8.488941862005039,6.469951272333523
1110,0.3084,0.2793,0.2555,17.153047989623865,8.521303258145359
1124,0.3084,0.2793,0.2555,17.153047989623865,8.521303258145359
1131,0.3066,0.2776,0.2541,17.123287671232877,8.465417867435166
1132,0.3045,0.2756,0.2528,16.978653530377656,8.272859216255437
1138,0.3079,0.2789,0.2554,17.05099058135758,8.425959125134446
1140,0.3071,0.2782,0.2543,17.193096711168987,8.590941768511854
1143,0.3051,0.2761,0.2529,17.109144542772853,8.402752625860195
1144,0.3074,0.2784,0.2549,17.078724788549117,8.441091954022976
1148,0.3053,0.2765,0.2535,16.966917785784478,8.318264014466553
1153,0.3064,0.2776,0.2542,17.036553524804184,8.429394812680126
1154,0.3037,0.275,0.2518,17.089232795521898,8.436363636363636
1155,0.305,0.2763,0.2532,16.983606557377055,8.360477741585237
1157,0.3064,0.2775,0.254,17.10182767624021,8.468468468468474
1158,0.3054,0.2767,0.2533,17.0595939751146,8.45681243223707
1160,0.3068,0.2779,0.2542,17.14471968709258,8.52824757106873
1167,0.3059,0.2771,0.2534,17.162471395881003,8.55286900036088
1168,0.3051,0.2764,0.253,17.076368403802025,8.465991316931975
1176,0.305,0.2764,0.2533,16.950819672131136,8.35745296671489
1272,0.2984,0.2698,0.2474,17.091152815013402,8.302446256486277
1283,0.3002,0.2717,0.2486,17.188540972684887,8.50202429149798
1285,0.2987,0.2703,0.2476,17.10746568463342,8.398076211616722
1288,0.2989,0.2706,0.2477,17.12947474071596,8.46267553584627
1289,0.299,0.2707,0.2477,17.1571906354515,8.496490579977833
1291,0.2992,0.2709,0.2482,17.04545454545455,8.379475821336277
1299,0.3005,0.2719,0.249,17.13810316139767,8.422214049282816
1302,0.2984,0.2703,0.2474,17.091152815013402,8.472068072512014
1303,0.2991,0.2708,0.2478,17.151454363089265,8.49335302806499
1304,0.2984,0.2702,0.2475,17.05764075067024,8.401184307920058
1306,0.2973,0.269,0.2467,17.019845274133875,8.289962825278815
1312,0.2982,0.27,0.2473,17.069081153588204,8.407407407407415
1314,0.3,0.2717,0.2488,17.066666666666666,8.428413691571587
1319,0.2986,0.2704,0.2478,17.012726054922968,8.357988165680467
1320,0.2991,0.2709,0.2481,17.05115346038114,8.416389811738645
1323,0.2986,0.2703,0.2476,17.079705291359677,8.398076211616722
1332,0.2992,0.2708,0.2478,17.179144385026746,8.49335302806499
1335,0.2955,0.2665,0.2428,17.834179357021995,8.893058161350854
1347,0.294,0.2651,0.2416,17.823129251700674,8.864579403998489
1360,0.2948,0.266,0.2426,17.706919945725915,8.79699248120301
1361,0.2959,0.2669,0.2434,17.742480567759376,8.804795803671794
1363,0.2951,0.2662,0.2429,17.688919010504904,8.752817430503375
1371,0.2937,0.265,0.2419,17.63704460333674,8.716981132075475
1374,0.2943,0.2654,0.242,17.77098199116548,8.816880180859092
1382,0.2931,0.2646,0.2413,17.67314909587173,8.80574452003024
1388,0.293,0.2642,0.241,17.74744027303754,8.781226343679032
1389,0.2942,0.2655,0.242,17.743031951053712,8.851224105461402
1393,0.2924,0.2639,0.2406,17.715458276333784,8.829101932550214
1395,0.2922,0.2636,0.2403,17.761806981519506,8.839150227617598
1397,0.294,0.2653,0.2421,17.65306122448979,8.744817188088945
1400,0.2927,0.2642,0.2407,17.765630338230277,8.89477668433005
1402,0.2923,0.2637,0.2406,17.68730756072528,8.759954493742883
1409,0.291,0.2626,0.2398,17.59450171821305,8.682406702208677
1412,0.2909,0.2625,0.2399,17.531797868683395,8.609523809523813
1414,0.291,0.2629,0.2401,17.491408934707895,8.672499049068092
1419,0.2925,0.2641,0.2409,17.641025641025635,8.784551306323362
1421,0.2916,0.2632,0.2404,17.55829903978053,8.662613981762913
1429,0.2914,0.2631,0.24,17.63898421413864,8.779931584948693
1436,0.291,0.2628,0.2399,17.560137457044668,8.7138508371385
1441,0.2928,0.2642,0.2412,17.622950819672134,8.705526116578348
1442,0.2915,0.2632,0.2405,17.495711835334475,8.624620060790274
1443,0.291,0.2627,0.24,17.525773195876287,8.641035401598781
1445,0.2921,0.2637,0.2406,17.630948305374876,8.759954493742883
1451,0.2913,0.263,0.2401,17.57638173704085,8.707224334600761
1456,0.2918,0.2635,0.2405,17.580534612748462,8.728652751423157
1457,0.2912,0.2628,0.24,17.58241758241759,8.675799086757987
1458,0.293,0.2646,0.2415,17.57679180887372,8.730158730158735
1459,0.2918,0.2634,0.2404,17.614804660726524,8.73196659073653
1467,0.2919,0.2636,0.2405,17.608770126755736,8.763277693474967
1470,0.2929,0.2645,0.2415,17.548651416865827,8.69565217391305
1485,0.2915,0.2633,0.2404,17.530017152658655,8.697303456133678
1487,0.2915,0.2633,0.2404,17.530017152658655,8.697303456133678
1494,0.2913,0.2631,0.24,17.610710607621012,8.779931584948693
1497,0.2906,0.2626,0.2394,17.618719889883007,8.834729626808834
1505,0.2822,0.2529,0.2276,19.347980155917792,10.003954132068017
1558,0.2814,0.2522,0.2271,19.296375266524517,9.952418715305306
1568,0.2827,0.2533,0.228,19.349133356915456,9.988156336360053
1570,0.282,0.2528,0.2276,19.290780141843967,9.968354430379756
1573,0.2828,0.2534,0.228,19.377652050919373,10.023677979479086
1574,0.2825,0.2532,0.2279,19.32743362831858,9.992101105845178
1576,0.2819,0.2527,0.2277,19.22667612628591,9.893153937475255
1582,0.2826,0.2532,0.2275,19.497523000707716,10.150078988941539
1584,0.2832,0.2539,0.2284,19.35028248587571,10.043324143363536
1586,0.2822,0.2529,0.2278,19.27710843373494,9.924871490707792
1589,0.283,0.2536,0.228,19.43462897526501,10.094637223974757
1596,0.2818,0.2526,0.2275,19.26898509581263,9.936658749010286
1601,0.281,0.2522,0.2271,19.181494661921718,9.952418715305306
1603,0.2811,0.2521,0.2271,19.210245464247606,9.916699722332407
1605,0.2819,0.2529,0.2277,19.22667612628591,9.9644128113879
1611,0.2799,0.2511,0.226,19.25687745623436,9.996017522899237
1620,0.2803,0.2513,0.2265,19.19372101320014,9.868682849184248
1632,0.2806,0.2516,0.2266,19.24447612259445,9.936406995230524
1634,0.281,0.252,0.2268,19.288256227758012,10.0
1637,0.2802,0.2514,0.2264,19.200571020699506,9.944311853619737
1641,0.2812,0.2523,0.2274,19.132290184921768,9.86920332936981
1643,0.2814,0.2524,0.2271,19.296375266524517,10.023771790808247
1647,0.3666,0.3331,0.2927,20.158210583742488,12.12848994296007
1650,0.3684,0.3348,0.2943,20.11400651465798,12.096774193548383
1655,0.2814,0.2526,0.2271,19.296375266524517,10.095011876484559
1661,0.2798,0.251,0.2262,19.156540385989988,9.880478087649399
1666,0.3232,0.2921,0.2593,19.7710396039604,11.229031153714498
1668,0.279,0.2497,0.2243,19.605734767025098,10.172206647977575
1669,0.3653,0.3312,0.2902,20.558445113605256,12.37922705314009
1671,0.3642,0.3304,0.2897,20.455793520043933,12.318401937046008
1672,0.364,0.33,0.2894,20.494505494505493,12.30303030303031
1676,0.2784,0.2491,0.2238,19.61206896551724,10.156563629064628
1677,0.3351,0.3028,0.2671,20.29245001492092,11.789960369881113
1678,0.2763,0.2472,0.2222,19.58016648570394,10.113268608414238
1681,0.3641,0.3302,0.2891,20.59873661082119,12.447001817080547
1682,0.3215,0.2899,0.257,20.06220839813375,11.348740945153496
1685,0.2774,0.2482,0.2233,19.50252343186733,10.032232070910558
1688,0.3631,0.3293,0.2882,20.627926191131913,12.481020346188878
1691,0.3648,0.3308,0.2896,20.614035087719294,12.454655380894788
1692,0.3654,0.3312,0.2901,20.60755336617405,12.409420289855063
1694,0.3646,0.3305,0.2897,20.54306088864508,12.344931921331316
1697,0.2771,0.2481,0.2235,19.343197401660053,9.915356711003621
1699,0.2776,0.2486,0.2236,19.45244956772335,10.056315366049876
1700,0.3629,0.3291,0.2887,20.446403968035266,12.275903980553021
1705,0.3642,0.3304,0.2896,20.483250961010434,12.34866828087167
1706,0.3633,0.3296,0.2888,20.5064684833471,12.37864077669903
1710,0.2772,0.2484,0.2231,19.51659451659452,10.185185185185192
1712,0.2766,0.2476,0.2225,19.5589298626175,10.137318255250397
1713,0.2764,0.2474,0.2226,19.464544138929085,10.024252223120458
1714,0.2765,0.2477,0.2227,19.457504520795663,10.092854259184495
1715,0.2763,0.2474,0.2225,19.47158885269634,10.064672594987876
1717,0.278,0.2491,0.2238,19.49640287769785,10.156563629064628
1722,0.2764,0.2474,0.2225,19.50072358900144,10.064672594987876
1729,0.2777,0.2489,0.2236,19.48145480734606,10.164724789071924
1730,0.278,0.2488,0.2235,19.604316546762597,10.168810289389063
1731,0.2781,0.2489,0.2241,19.417475728155345,9.963840899959829
1734,0.2765,0.2477,0.2228,19.42133815551538,10.05248284214776
1735,0.2783,0.2493,0.2241,19.475386273805245,10.108303249097474
1741,0.2765,0.2477,0.2228,19.42133815551538,10.05248284214776
1742,0.2778,0.2487,0.2235,19.546436285097187,10.132689987937274
1744,0.2787,0.2497,0.2244,19.48331539289559,10.132158590308377
1747,0.2771,0.2481,0.2234,19.3792854565139,9.95566303909714
1749,0.2774,0.2484,0.2235,19.430425378514773,10.024154589371982
1750,0.274,0.2452,0.2205,19.52554744525548,10.073409461663948
1754,0.2744,0.2455,0.2208,19.533527696792998,10.061099796334013
1756,0.2739,0.2452,0.2206,19.459656809054398,10.032626427406203
1757,0.274,0.2452,0.2206,19.48905109489052,10.032626427406203
1758,0.276,0.247,0.2216,19.71014492753624,10.283400809716602
1759,0.275,0.2461,0.2212,19.563636363636366,10.117838277123123
1760,0.2745,0.2456,0.2208,19.562841530054655,10.097719869706847
1761,0.2737,0.2449,0.2202,19.54694921446839,10.08574928542262
1762,0.274,0.2453,0.2206,19.48905109489052,10.069302894415003
1763,0.2753,0.2464,0.2215,19.54231747184889,10.105519480519483
1764,0.2745,0.2456,0.2207,19.599271402550094,10.138436482084693
1766,0.2745,0.2454,0.2207,19.599271402550094,10.06519967400163
1767,0.273,0.2442,0.2198,19.487179487179496,9.991809991809994
1769,0.274,0.2452,0.2205,19.52554744525548,10.073409461663948
1770,0.274,0.2453,0.2204,19.56204379562044,10.15083571137382
1771,0.2749,0.2462,0.2214,19.461622408148408,10.073111291632813
1774,0.2749,0.2458,0.2211,19.570753001091305,10.048820179007322
1775,0.2755,0.2466,0.2216,19.56442831215972,10.13787510137876
1776,0.2731,0.2444,0.2202,19.370194068106922,9.901800327332241
1777,0.2746,0.2459,0.221,19.519300801165336,10.126067507116716
1780,0.2745,0.2459,0.2211,19.453551912568315,10.085400569337136
1781,0.2742,0.2454,0.2206,19.54777534646244,10.105949470252655
1788,0.2736,0.2449,0.2202,19.517543859649123,10.08574928542262
1800,0.2743,0.2457,0.2211,19.39482318629238,10.012210012210017
1803,0.2734,0.2448,0.2201,19.495245062179954,10.089869281045752
1806,0.2745,0.2457,0.2211,19.453551912568315,10.012210012210017
1807,0.2742,0.2455,0.2206,19.54777534646244,10.142566191446031
1811,0.2742,0.2456,0.221,19.40189642596645,10.016286644951144
1818,0.2748,0.2461,0.2214,19.43231441048034,10.03657049979683
1948,0.479,0.4436,0.384,19.83298538622129,13.43552750225428
1949,0.4792,0.4437,0.3836,19.949916527545913,13.545188190218612
1952,0.4786,0.4432,0.3831,19.954032595068956,13.560469314079421
1954,0.4784,0.443,0.383,19.94147157190635,13.544018058690742
1955,0.4785,0.443,0.383,19.9582027168234,13.544018058690742
1956,0.4781,0.4428,0.3829,19.91215226939971,13.52755194218609
1959,0.4774,0.4419,0.3817,20.046082949308758,13.622991627064954
1960,0.4806,0.4452,0.3849,19.912609238451935,13.544474393530988
1961,0.4785,0.4431,0.3833,19.89550679205852,13.49582487023246
1963,0.4792,0.4436,0.3829,20.09599332220367,13.683498647430111
1964,0.4776,0.4423,0.383,19.80737018425461,13.407189690255485
1965,0.4798,0.4442,0.3847,19.82075864943727,13.39486717694732
1968,0.4775,0.4421,0.3835,19.685863874345543,13.254919701425013
1970,0.4786,0.4431,0.3825,20.079398244880906,13.676371022342584
1973,0.4788,0.4435,0.3841,19.77861319966583,13.393461104847804
1998,0.6196,0.588,0.5118,17.398321497740476,12.959183673469376
1999,0.6198,0.5883,0.5123,17.344304614391746,12.918578956314816
2000,0.8106,0.7989,0.7553,6.82210708117444,5.457504068093639
2102,0.3719,0.3389,0.3009,19.091153535896748,11.21274712304514
2104,0.371,0.3382,0.3,19.13746630727763,11.295091661738619
2106,0.3718,0.3389,0.3006,19.150080688542236,11.30126881085866
2110,0.3737,0.3405,0.3014,19.347069842119343,11.483113069016158
2111,0.3719,0.339,0.3005,19.19870933046518,11.35693215339234
2116,0.3721,0.3391,0.3012,19.05401773716742,11.176644057800056
2120,0.374,0.341,0.3025,19.117647058823533,11.29032258064517
2121,0.3736,0.3404,0.3022,19.11134903640256,11.222091656874253
2123,0.3722,0.3391,0.3006,19.23696937130575,11.353583013860227
2125,0.3731,0.34,0.3014,19.2173679978558,11.352941176470594
2126,0.3724,0.3393,0.301,19.172932330827074,11.287945770704393
2128,0.3728,0.3398,0.3014,19.152360515021464,11.3007651559741
2129,0.3729,0.3399,0.3015,19.147224456958973,11.297440423654013
2132,0.3705,0.3378,0.2997,19.109311740890682,11.27886323268205
2143,0.3713,0.3384,0.3005,19.06813897118234,11.199763593380613
2147,0.3714,0.3384,0.3002,19.17070543887991,11.288416075650105
2149,0.3727,0.3399,0.3015,19.103836866112154,11.297440423654013
2150,0.371,0.3382,0.3003,19.0566037735849,11.206386753400352
2155,0.3715,0.3387,0.3003,19.16554508748317,11.337466784765276
2382,0.3652,0.3326,0.2959,18.975903614457838,11.034275405892966
2394,0.3675,0.3348,0.2972,19.129251700680268,11.230585424133801
2401,0.3646,0.3323,0.2951,19.061985737794846,11.194703581101418
2403,0.3666,0.3342,0.2971,18.957992362247683,11.101137043686423
2406,0.3674,0.3347,0.2974,19.05280348394121,11.144308335823125
2409,0.3665,0.334,0.2965,19.099590723055936,11.22754491017965
2419,0.3655,0.3333,0.296,19.015047879616965,11.191119111911192
2421,0.3651,0.3327,0.2958,18.981101068200488,11.091073038773667
2424,0.3674,0.3349,0.2974,19.05280348394121,11.197372349955206
2433,0.3681,0.3354,0.2973,19.23390383048084,11.359570661896235
2436,0.3665,0.334,0.2965,19.099590723055936,11.22754491017965
2438,0.366,0.3336,0.296,19.125683060109292,11.270983213429263
2441,0.3648,0.3324,0.2953,19.051535087719298,11.161251504211783
2444,0.3666,0.3341,0.2972,18.930714675395517,11.04459742592038
2446,0.3657,0.3332,0.2959,19.086683073557566,11.194477791116448
2456,0.3666,0.3342,0.2967,19.06710310965629,11.220825852782758
2459,0.3672,0.3349,0.2975,18.98148148148149,11.167512690355327
2460,0.3673,0.3348,0.2973,19.05799074326164,11.20071684587813
2466,0.3682,0.3356,0.2974,19.228680065181972,11.382598331346845
2558,0.3597,0.3271,0.2898,19.43286071726439,11.403240599205136
2589,0.3622,0.3297,0.292,19.381557150745454,11.434637549287235
2611,0.3602,0.3276,0.2904,19.378123264852867,11.355311355311358
2620,0.3623,0.3297,0.2924,19.293403256969366,11.313315134971186
2622,0.3616,0.3289,0.2913,19.441371681415923,11.432046214654916
2625,0.3604,0.3278,0.2908,19.311875693673695,11.287370347773026
2630,0.3619,0.3292,0.292,19.31472782536613,11.30012150668287
2634,0.3611,0.3287,0.2918,19.19135973414566,11.226041983571642
2639,0.3614,0.3288,0.2917,19.286109573879354,11.28345498783454
2641,0.3598,0.3273,0.2906,19.232907170650357,11.212954476015874
2651,0.3606,0.3281,0.291,19.30116472545757,11.307528192624208
2652,0.3613,0.3286,0.2914,19.34680321062829,11.320754716981135
2657,0.3611,0.3286,0.2917,19.21905289393519,11.229458307973216
2661,0.3611,0.3284,0.2913,19.32982553309332,11.29719853836785
2685,0.3587,0.326,0.2892,19.375522720936715,11.28834355828221
2687,0.3599,0.3275,0.2904,19.310919699916646,11.328244274809167
2688,0.3603,0.3276,0.2906,19.34499028587288,11.294261294261288
2776,0.4773,0.4424,0.3866,19.002723653886445,12.613019891500906
2781,0.4787,0.4438,0.3874,19.07248798830165,12.708427219468218
2783,0.4779,0.4428,0.3867,19.08349026993095,12.669376693766946
2789,0.4785,0.4436,0.3875,19.017763845350046,12.646528403967535
2790,0.4785,0.4437,0.3874,19.03866248693834,12.688753662384485
2791,0.4789,0.4439,0.387,19.189809981206928,12.818202297814823
2792,0.4792,0.4443,0.3878,19.07345575959934,12.71663290569435
2793,0.4799,0.445,0.3884,19.066472181704516,12.719101123595502
2795,0.4779,0.443,0.3866,19.104415149612887,12.731376975169301
2796,0.4774,0.4426,0.387,18.935902806870544,12.562132851333027
2797,0.4792,0.4445,0.3887,18.8856427378965,12.55343082114736
2799,0.4813,0.4463,0.39,18.969457718678576,12.614833071924705
2801,0.4791,0.4443,0.3884,18.931329576288874,12.58158901643033
2803,0.4784,0.4436,0.3875,19.000836120401335,12.646528403967535
2809,0.4771,0.4424,0.3864,19.010689582896667,12.658227848101264
2811,0.4797,0.445,0.389,18.90765061496769,12.584269662921347
2814,0.4777,0.4429,0.3873,18.924010885492994,12.553623842853925
2983,0.622,0.5911,0.5185,16.639871382636663,12.28218575537134
2984,0.623,0.5919,0.5202,16.500802568218297,12.113532691332994
2985,0.6225,0.5916,0.5191,16.61044176706828,12.254901960784315
2986,0.6217,0.5907,0.5182,16.647900916840925,12.273573726087694
2987,0.6226,0.5917,0.5192,16.607773851590114,12.252830826432316
2989,0.6222,0.5912,0.5189,16.602378656380576,12.229364005412707
2991,0.6227,0.5918,0.5195,16.5729885980408,12.216965190942892
2994,0.6219,0.5907,0.519,16.5460684997588,12.138141188420516
2999,0.7493,0.7276,0.6558,12.478313092219393,9.86805937328202
3000,0.8417,0.8329,0.7962,5.405726505880954,4.406291271461154
3150,0.3716,0.3393,0.3018,18.78363832077502,11.052166224580011
3204,0.372,0.3399,0.3022,18.76344086021505,11.091497499264477
3213,0.3735,0.3414,0.3035,18.741633199464527,11.101347393087286
3216,0.3719,0.3397,0.3015,18.9298198440441,11.245216367382989
3232,0.3702,0.3383,0.3006,18.80064829821718,11.143955069464976
3235,0.3723,0.3403,0.3021,18.85576148267527,11.225389362327363
3240,0.3738,0.3418,0.3038,18.726591760299627,11.117612638970153
3242,0.3718,0.3398,0.3019,18.80043033889188,11.15361977633902
3247,0.3734,0.3414,0.3031,18.826995179432252,11.21851200937317
3249,0.3712,0.3393,0.3014,18.803879310344822,11.170055997642201
3250,0.3698,0.3379,0.3005,18.739859383450522,11.068363421130508
3255,0.3698,0.3379,0.3009,18.631692806922665,10.949985202722692
3268,0.3707,0.3387,0.3006,18.91016994874562,11.248892825509307
3281,0.3708,0.3389,0.3013,18.743257820927724,11.09471820596045
3296,0.373,0.341,0.3026,18.87399463806971,11.260997067448693
3300,0.3706,0.3386,0.301,18.780356179168916,11.104548139397526
3303,0.3703,0.3386,0.3011,18.687550634620585,11.075014766686365
3325,0.3702,0.3382,0.3003,18.88168557536466,11.206386753400352
3328,0.3701,0.3383,0.3006,18.77870845717374,11.143955069464976
3448,0.4876,0.4539,0.3981,18.355209187858897,12.29345670852611
3461,0.4904,0.4566,0.4002,18.3931484502447,12.35216819973719
3465,0.4889,0.4553,0.3996,18.265493966046222,12.233692071161865
3469,0.4893,0.4557,0.3995,18.35274882485183,12.33267500548606
3476,0.4894,0.4559,0.4001,18.24683285655905,12.239526211888576
3477,0.49,0.4562,0.4005,18.265306122448973,12.209557211749226
3481,0.4886,0.4548,0.3983,18.48137535816619,12.423043095866314
3482,0.4901,0.4565,0.4001,18.363599265456024,12.35487404162103
3484,0.4875,0.454,0.3977,18.42051282051282,12.400881057268725
3490,0.4899,0.4563,0.4002,18.30985915492958,12.29454306377383
3496,0.4893,0.4558,0.3998,18.291436746372373,12.286090390522158
3503,0.488,0.4541,0.3974,18.565573770491806,12.486236511781552
3505,0.4865,0.4527,0.3972,18.355601233299073,12.259774685222
3513,0.4875,0.4535,0.398,18.358974358974354,12.23814773980154
3523,0.4865,0.4526,0.3966,18.47893114080164,12.372956252761819
3524,0.4871,0.4532,0.3974,18.41510983370971,12.312444836716685
3643,0.3669,0.3354,0.2982,18.7244480784955,11.091234347048289
3664,0.3653,0.3339,0.2972,18.64221188064604,10.991314764899657
3682,0.3651,0.3336,0.2971,18.625034237195294,10.941247002398091
3702,0.3653,0.3336,0.2969,18.724336162058584,11.00119904076739
3707,0.3641,0.3328,0.296,18.70365284262565,11.057692307692308
