objects_actual,fifo_miss_ratio,lru_miss_ratio,sieve_miss_ratio,sieve_vs_fifo_percent,sieve_vs_lru_percent
17214,0.7647,0.7442,0.6765,11.533934876422133,9.097016930932543
17228,0.7649,0.7443,0.6764,11.570139887567004,9.122665591831245
17240,0.7643,0.7435,0.6751,11.670809891403893,9.199731002017487
17255,0.7641,0.7434,0.6741,11.778563015312129,9.322033898305074
17272,0.7663,0.7458,0.6778,11.54900169646353,9.117725931885232
17293,0.7666,0.746,0.6787,11.466214453430732,9.021447721179628
18017,0.6291,0.5987,0.5224,16.960737561595934,12.744279271755477
18030,0.6273,0.5967,0.5213,16.897816036983897,12.636165577342052
18031,0.6275,0.5968,0.5202,17.09960159362549,12.835120643431635
18043,0.6281,0.5976,0.5227,16.780767393727103,12.533467202141896
18055,0.6266,0.596,0.5208,16.88477497606128,12.61744966442952
18059,0.6264,0.5957,0.5204,16.922094508301402,12.640590901460472
18080,0.6261,0.5955,0.5208,16.818399616674647,12.544080604534003
18090,0.6273,0.5968,0.5211,16.92969870875179,12.684316353887398
18094,0.627,0.5963,0.5201,17.049441786283893,12.778802616132825
18098,0.6258,0.5954,0.5203,16.858421220837332,12.613369163587512
18104,0.6281,0.5975,0.5214,16.987740805604208,12.736401673640177
18112,0.6282,0.5978,0.5223,16.857688634192932,12.629642020742725
18150,0.6291,0.5985,0.5228,16.897154665395,12.648287385129489
18165,0.6266,0.5962,0.5212,16.82093839770189,12.57967125125796
18167,0.6284,0.5979,0.5218,16.96371737746657,12.727880916541217
18212,0.6276,0.597,0.5212,16.953473550031877,12.696817420435508
18216,0.6301,0.5997,0.5236,16.902079035073804,12.689678172419553
18231,0.6298,0.5992,0.5238,16.830739917434105,12.583444592790375
18306,0.6267,0.5962,0.5203,16.977820328705928,12.73062730627306
18324,0.6268,0.5964,0.5203,16.991065730695603,12.759892689470162
18905,0.8507,0.8402,0.8006,5.889267661925477,4.71316353249226
18912,0.8508,0.8404,0.7999,5.982604607428296,4.819133745835314
18913,0.8492,0.8388,0.7983,5.9938765897315065,4.828326180257508
18915,0.85,0.8396,0.8018,5.670588235294121,4.502143878037168
18926,0.8509,0.8407,0.8004,5.934892466799858,4.7936243606518385
18932,0.8496,0.8391,0.7985,6.014595103578158,4.838517459182453
18933,0.8497,0.8391,0.7987,6.002118394727556,4.814682397807173
18960,0.8501,0.8396,0.7987,6.0463474885307615,4.871367317770373
18968,0.85,0.8396,0.7986,6.0470588235294125,4.883277751310152
18970,0.8515,0.8412,0.8014,5.883734586024666,4.731336186400374
18971,0.8501,0.8396,0.8002,5.869897659098923,4.692710814673653
18973,0.8511,0.8407,0.8017,5.804253319233933,4.638991316759847
18975,0.8508,0.8404,0.8015,5.794546309355901,4.628748215135655
18977,0.8503,0.84,0.8001,5.903798659296709,4.749999999999992
18989,0.8508,0.8404,0.8013,5.818053596614949,4.65254640647311
19006,0.85,0.8395,0.8005,5.823529411764705,4.645622394282315
19011,0.8507,0.8403,0.8007,5.877512636652174,4.712602641913612
19014,0.8498,0.8394,0.8001,5.848434925864905,4.681915654038598
19017,0.8504,0.8399,0.8017,5.726716839134534,4.5481604952970605
19489,0.6316,0.6013,0.526,16.71944268524383,12.522867121237308
19530,0.6316,0.6014,0.5272,16.52944901836606,12.337878284003997
19558,0.8869,0.8834,0.8706,1.8378622167098864,1.4489472492641977
19563,0.8866,0.8827,0.8685,2.0415068802165584,1.6087005777727414
19566,0.8867,0.8831,0.8679,2.1202210443216463,1.7212093760616003
19573,0.8866,0.8829,0.8688,2.007669749605238,1.597009853890588
19575,0.887,0.8833,0.8688,2.0518602029312283,1.6415713800520728
19581,0.8868,0.883,0.8686,2.05232295895354,1.6308040770101888
19590,0.8868,0.8832,0.8707,1.815516463689671,1.4153079710144878
19592,0.8872,0.8835,0.8694,2.0063119927862982,1.5959252971137525
19595,0.8868,0.8832,0.869,2.007216959855665,1.6077898550724625
19596,0.8877,0.884,0.8703,1.9601216627239022,1.5497737556561137
19597,0.8868,0.883,0.8692,1.9846639603067275,1.5628539071347716
19598,0.8868,0.8831,0.8697,1.928281461434371,1.5173819499490395
19601,0.8876,0.8837,0.8692,2.0730058584948146,1.6408283354079516
19602,0.8876,0.8838,0.8694,2.050473186119873,1.6293279022403346
19607,0.8872,0.8836,0.8693,2.0175834084761077,1.6183793571752025
19610,0.8877,0.884,0.8692,2.084037400022538,1.6742081447963841
19614,0.8874,0.8836,0.8702,1.9382465629930128,1.5165233137166227
19621,0.8871,0.8833,0.8698,1.9501747266373555,1.5283595607381362
19646,0.6311,0.601,0.5262,16.621771510061794,12.445923460898499
19653,0.631,0.6005,0.5248,16.830427892234542,12.606161532056618
19654,0.6313,0.601,0.5264,16.616505623316964,12.412645590682196
19674,0.6322,0.6021,0.5272,16.608668142992723,12.439794054143825
19679,0.6327,0.6026,0.5271,16.69037458511143,12.529040823099901
19711,0.6303,0.6,0.5257,16.595272092654294,12.38333333333334
19732,0.6309,0.6005,0.5248,16.817245205262317,12.606161532056618
19739,0.6327,0.6025,0.5281,16.532321795479692,12.348547717842326
19756,0.633,0.603,0.5283,16.540284360189574,12.388059701492535
19763,0.6337,0.6035,0.5285,16.600915259586564,12.427506213753118
19775,0.9002,0.8996,0.8974,0.311041990668743,0.2445531347265429
19781,0.8997,0.899,0.8957,0.44459264199177545,0.3670745272524994
19783,0.8997,0.8989,0.8964,0.36678892964322335,0.2781176994103969
19787,0.8994,0.8986,0.8966,0.31131865688236876,0.22256843979523724
19794,0.9,0.8993,0.8962,0.42222222222222505,0.3447125542088281
19796,0.6312,0.6009,0.5261,16.650823827629907,12.44799467465468
19799,0.8996,0.8989,0.8967,0.3223654957758896,0.24474357548114134
19803,0.9002,0.8994,0.8966,0.3999111308598142,0.31131865688236876
19804,0.6319,0.6018,0.527,16.600727963285326,12.429378531073443
19805,0.8989,0.8982,0.8967,0.24474357548114134,0.16700066800266597
19806,0.6312,0.601,0.5267,16.555766793409386,12.362728785357744
19809,0.8997,0.8989,0.896,0.41124819384239597,0.3226165313160545
19810,0.8998,0.8992,0.8967,0.344521004667703,0.27802491103202254
19812,0.8996,0.8987,0.896,0.4001778568252486,0.3004339601646863
19813,0.8993,0.8986,0.8967,0.2891137551428818,0.21144001780546423
19814,0.8106,0.8,0.7731,4.626202812731307,3.3625000000000043
19816,0.8993,0.8985,0.8963,0.3335927943956414,0.24485253199777185
19817,0.8997,0.8989,0.8961,0.4001333777926028,0.3114918233396401
19821,0.8998,0.8991,0.8969,0.32229384307624065,0.2446891335780202
19824,0.8997,0.8989,0.8972,0.2778704012448658,0.1891200355990694
19830,0.6321,0.6018,0.5265,16.7062173706692,12.512462612163516
19834,0.633,0.6029,0.5282,16.55608214849921,12.39011444684027
19835,0.6334,0.6031,0.528,16.64035364698452,12.452329630243732
19896,0.6316,0.6013,0.526,16.71944268524383,12.522867121237308
22493,0.7724,0.7519,0.6852,11.289487312273426,8.870860486766855
22511,0.7725,0.7521,0.6856,11.249190938511324,8.841909320569073
22530,0.7736,0.7534,0.6866,11.246122026887278,8.86647199362888
22541,0.7733,0.7528,0.6864,11.237553342816497,8.820403825717325
22554,0.774,0.7537,0.6862,11.343669250645993,8.955817964707444
22561,0.7742,0.7541,0.6876,11.185740118832346,8.818459090306325
22563,0.7731,0.7525,0.6864,11.214590609235545,8.784053156146172
22564,0.7724,0.752,0.6854,11.263593992749867,8.856382978723405
22575,0.7737,0.7534,0.6877,11.115419413209263,8.720467215290679
22576,0.7726,0.7522,0.6873,11.040641988092148,8.628024461579361
22583,0.7729,0.7526,0.6873,11.075171432268082,8.676587828859954
22584,0.7735,0.7533,0.6874,11.13122171945701,8.74817469799548
22589,0.773,0.7525,0.6864,11.203104786545925,8.784053156146172
22609,0.7731,0.7528,0.6861,11.253395421032202,8.860255047821465
22613,0.7735,0.7532,0.6866,11.234647705235938,8.84227296866702
22625,0.7745,0.7542,0.6883,11.129761136216908,8.737735348713864
22629,0.7745,0.7542,0.688,11.168495803744355,8.777512596128354
22681,0.7742,0.7537,0.687,11.263239473004385,8.849674936977573
22682,0.7735,0.7532,0.6872,11.157078215901738,8.762612851832175
22690,0.7751,0.7548,0.6865,11.430783124758097,9.048754636989935
26110,0.8581,0.848,0.8103,5.570446334925994,4.445754716981127
26181,0.8581,0.848,0.8104,5.558792681505649,4.4339622641509395
26195,0.8593,0.8494,0.8129,5.3997439776562315,4.297150930068294
26218,0.8589,0.8489,0.8112,5.553615089067407,4.441041347626335
26243,0.8586,0.8484,0.8113,5.5089680875844405,4.372937293729375
26264,0.858,0.8479,0.8098,5.6177156177156204,4.493454416794436
26268,0.8589,0.8487,0.8113,5.541972290138546,4.4067397195711075
26279,0.8587,0.8489,0.8121,5.426807965529285,4.335021792908464
26281,0.8592,0.8492,0.8122,5.470204841713214,4.357041921808752
26282,0.859,0.8491,0.8107,5.622817229336439,4.522435519962312
26293,0.8592,0.8492,0.8118,5.516759776536313,4.404145077720206
26294,0.859,0.8492,0.8125,5.413271245634458,4.321714554875172
26296,0.8586,0.8486,0.8117,5.46238061961333,4.348338439783177
26300,0.8594,0.8494,0.8116,5.562020013963238,4.450200141276201
26310,0.8588,0.8486,0.8105,5.6241266884024235,4.489747819938725
26311,0.8597,0.8497,0.8133,5.397231592415959,4.2838648934918195
26322,0.8595,0.8495,0.8135,5.351948807446194,4.237786933490292
26330,0.8598,0.8499,0.8126,5.489648755524542,4.388751617837393
26331,0.8593,0.8493,0.8127,5.42301873618061,4.309431296361718
26598,0.7813,0.7614,0.6963,10.879303724561623,8.550039401103222
26609,0.7819,0.7619,0.6981,10.717483054098988,8.373802336264598
26615,0.782,0.7621,0.6975,10.805626598465476,8.476577876919038
26630,0.782,0.7622,0.6972,10.843989769820968,8.527945421149298
26645,0.7798,0.7599,0.6969,10.630931007950768,8.290564547966845
26656,0.782,0.7622,0.6967,10.907928388746809,8.593545001311991
26662,0.7807,0.7607,0.6973,10.68272063532726,8.334428815564612
26678,0.781,0.7612,0.6969,10.768245838668381,8.447188649500792
26684,0.7818,0.7619,0.6974,10.795599897672043,8.46567791048694
26693,0.7813,0.7615,0.6967,10.828107001151928,8.509520682862767
26694,0.7802,0.7602,0.6968,10.689566777749299,8.339910549855304
26702,0.7807,0.7608,0.6963,10.810810810810802,8.477917981072554
26709,0.7815,0.7616,0.6973,10.774152271273184,8.442752100840337
26735,0.781,0.761,0.6962,10.857874519846348,8.515111695137973
26736,0.7819,0.7621,0.6973,10.819797928123801,8.502821152079775
26749,0.7817,0.7618,0.6961,10.950492516310593,8.624310842740874
26791,0.7814,0.7617,0.697,10.80112618377272,8.494157804910081
26821,0.7815,0.7616,0.6967,10.850927703134996,8.521533613445387
26829,0.7818,0.7619,0.6963,10.93630084420568,8.610053812836329
27913,0.8947,0.8911,0.8789,1.7659550687381282,1.369094377735382
27917,0.8941,0.8905,0.8782,1.7783245721955068,1.3812464907355393
27938,0.894,0.8906,0.8772,1.8791946308724872,1.5046036379968524
27939,0.8937,0.8901,0.8774,1.8238782589235862,1.426805976856538
27940,0.8941,0.8906,0.8784,1.7559557096521694,1.369863013698629
27943,0.8943,0.8908,0.878,1.8226545901822635,1.4369106421194469
27947,0.8938,0.8903,0.8777,1.8012978294920565,1.4152532854094064
27955,0.8941,0.8906,0.8779,1.8118778660105126,1.4260049404895503
27958,0.8946,0.891,0.8787,1.7773306505700774,1.380471380471378
27964,0.8939,0.8903,0.8776,1.82347018682179,1.4264854543412258
27968,0.8942,0.8907,0.8785,1.7557593379557197,1.3697092174694172
27982,0.8936,0.89,0.8778,1.7681289167412628,1.3707865168539313
27984,0.8933,0.8899,0.8783,1.679167133101983,1.3035172491291218
27992,0.895,0.8916,0.8778,1.921787709497206,1.5477792732166806
27995,0.8943,0.8908,0.8787,1.7443810801744322,1.358329591378536
27999,0.8942,0.8905,0.8778,1.8340416014314438,1.426165075800105
28023,0.8934,0.8899,0.8774,1.7909111260353723,1.4046522081132786
28032,0.8945,0.8909,0.8783,1.811067635550586,1.4143001459198625
28077,0.8947,0.8912,0.8788,1.7771319995529253,1.391382405745059
28651,0.9056,0.9049,0.9025,0.34231448763250794,0.2652226765388517
28666,0.9061,0.9055,0.9033,0.30901666482728446,0.24295969077857316
28667,0.9053,0.9045,0.9024,0.3203358002871991,0.23217247097844013
28671,0.9055,0.905,0.903,0.2760905577029207,0.22099447513812173
28672,0.9057,0.9052,0.9035,0.2429060395274351,0.1878038002651386
28678,0.9057,0.9051,0.9028,0.3201943248316112,0.2541155673406219
28680,0.9058,0.9051,0.9031,0.2980790461470562,0.22097005855706572
28691,0.905,0.9044,0.9026,0.26519337016575345,0.19902697921274037
28694,0.9056,0.905,0.9034,0.2429328621908105,0.17679558011050228
28695,0.9053,0.9047,0.9028,0.2761515519717162,0.21001436940421156
28699,0.9058,0.9052,0.9032,0.2870390814749444,0.22094564737074698
28703,0.9057,0.905,0.9031,0.2870707739869643,0.2099447513812169
28723,0.9056,0.9049,0.9028,0.30918727915193395,0.23206984197148753
28725,0.9063,0.9056,0.9032,0.342050093787928,0.2650176678445183
28734,0.9052,0.9046,0.9027,0.27618205921343986,0.21003758567322717
28742,0.9063,0.9056,0.9028,0.38618558976055917,0.30918727915193395
28750,0.9059,0.9053,0.9032,0.29804614195827744,0.23196730365624552
28761,0.906,0.9054,0.9037,0.25386313465784544,0.18776231499889937
29750,0.7874,0.7682,0.7062,10.312420624841243,8.070814891955212
29840,0.7888,0.7695,0.705,10.623732251521297,8.382066276803119
29856,0.7876,0.7682,0.7052,10.462163534789223,8.200989325696426
29891,0.7882,0.7688,0.7057,10.466886577010913,8.20759625390219
29892,0.7887,0.7691,0.7054,10.561683783441097,8.282408009361589
29923,0.7882,0.7688,0.7067,10.340015224562297,8.077523413111349
29938,0.788,0.7686,0.7051,10.520304568527928,8.261774655217279
29979,0.7874,0.768,0.7049,10.477520955041912,8.21614583333334
29990,0.7893,0.7699,0.7078,10.32560496642595,8.065982595142232
29997,0.7884,0.7689,0.7061,10.438863521055307,8.167512030172984
30002,0.7884,0.769,0.7047,10.616438356164384,8.361508452535764
30025,0.7886,0.769,0.7045,10.664468678671057,8.387516254876463
30054,0.7889,0.7694,0.7043,10.723792622639118,8.461138549519099
30062,0.7893,0.7698,0.706,10.55365513746358,8.287866978435968
30071,0.7876,0.768,0.7033,10.703402742508878,8.424479166666664
30076,0.7871,0.7676,0.7026,10.735611739296152,8.467952058363725
30079,0.789,0.7697,0.7058,10.54499366286439,8.301935819150327
30128,0.7887,0.7692,0.7055,10.549004691264098,8.281331253250128
30129,0.7892,0.7699,0.7056,10.593005575266092,8.35173399142746
31930,0.8672,0.8578,0.8218,5.235239852398524,4.196782466775476
31959,0.8675,0.8582,0.8225,5.187319884726229,4.15986949429037
31974,0.8667,0.8571,0.8219,5.169031960309226,4.106872010267181
32032,0.8673,0.8578,0.8227,5.142395941427416,4.091862905106088
32049,0.8681,0.8585,0.8233,5.160695772376449,4.10017472335469
32064,0.8678,0.8586,0.8242,5.024199124222168,4.006522245515955
32078,0.8677,0.8581,0.8227,5.186124236487269,4.125393310802935
32082,0.8683,0.859,0.8228,5.240124380974316,4.214202561117579
32095,0.8674,0.8579,0.822,5.2340327415264,4.1846369040680775
32098,0.8675,0.858,0.8235,5.072046109510091,4.020979020979018
32116,0.8668,0.8573,0.8233,5.0184586986617425,3.965939577744071
32124,0.8675,0.8578,0.8236,5.060518731988478,3.9869433434366996
32132,0.8671,0.8576,0.8219,5.212778226271482,4.162779850746276
32133,0.8666,0.8569,0.8223,5.11193168705285,4.0378107130353555
32138,0.8683,0.8588,0.8242,5.078889784636638,4.028877503493242
32148,0.8676,0.8582,0.8238,5.048409405255885,4.0083896527615925
32161,0.8678,0.8583,0.8235,5.104862871629408,4.054526389374338
32169,0.8673,0.8579,0.8224,5.176986048656744,4.1380114232428
32197,0.8684,0.8589,0.823,5.228005527406725,4.179764815461642
34795,0.9016,0.8984,0.887,1.6193433895297191,1.2689225289403345
34810,0.9011,0.898,0.8868,1.5869492842081876,1.2472160356347426
34838,0.9016,0.8984,0.8871,1.6082519964507496,1.2577916295636662
34842,0.9018,0.8985,0.8878,1.5524506542470629,1.1908736783528027
34869,0.9023,0.8991,0.8883,1.5515903801396445,1.2012012012012048
34901,0.9011,0.898,0.8863,1.6424370214182704,1.3028953229398712
34912,0.9014,0.8982,0.8866,1.6418903927224233,1.2914718325539907
34924,0.9023,0.8992,0.8885,1.5294248032805091,1.1899466192170867
34925,0.9012,0.8979,0.8867,1.608965823346644,1.2473549393028163
34928,0.9021,0.8991,0.8882,1.5408491298082279,1.212323434545659
34934,0.9023,0.899,0.8878,1.6070043222874828,1.2458286985539473
34947,0.9016,0.8983,0.8873,1.5860692102928107,1.2245352332183024
34958,0.9022,0.899,0.8891,1.4520062070494348,1.1012235817575105
34965,0.9019,0.8987,0.8871,1.6409801530103154,1.2907533103371596
34971,0.9019,0.8987,0.8871,1.6409801530103154,1.2907533103371596
34991,0.9021,0.8988,0.8866,1.7182130584192392,1.3573653760569635
35019,0.9017,0.8985,0.8871,1.619163801707879,1.26878130217028
35039,0.9019,0.8986,0.8879,1.5522785231178635,1.1907411529045107
35046,0.901,0.8978,0.8868,1.5760266370699212,1.22521719759412
35066,0.9019,0.8988,0.887,1.6520678567468705,1.3128615932354286
36230,0.9122,0.9118,0.9103,0.20828765621574355,0.16450976091248704
36235,0.9122,0.9116,0.91,0.24117518088138343,0.17551557700745227
36237,0.9125,0.9119,0.9097,0.3068493150684959,0.24125452352232601
36241,0.9121,0.9115,0.9098,0.2521653327485987,0.1865057597366894
36255,0.9126,0.9121,0.9098,0.30681569143106663,0.2521653327485987
36273,0.9126,0.912,0.9098,0.30681569143106663,0.24122807017543635
36274,0.9127,0.9122,0.91,0.295825572477257,0.24117518088138343
36277,0.9126,0.912,0.9101,0.2739425816348835,0.20833333333333473
36280,0.9125,0.9121,0.9105,0.21917808219178103,0.17541936191207605
36284,0.9121,0.9117,0.9104,0.1863830720315793,0.14259076450586464
36292,0.9125,0.9121,0.9104,0.23013698630136883,0.1863830720315793
36295,0.9123,0.9117,0.9105,0.19730351857941728,0.1316222441592606
36305,0.9125,0.912,0.9102,0.2520547945205445,0.1973684210526342
36321,0.9128,0.9121,0.9103,0.2738825591586269,0.1973467821510825
36342,0.9126,0.912,0.9102,0.26298487836948914,0.1973684210526342
36350,0.9122,0.9115,0.9104,0.19732514799386364,0.12068019747668568
36356,0.9122,0.9118,0.9101,0.2302126726595035,0.1864443957008154
36373,0.9124,0.9118,0.9104,0.21920210434020188,0.15354244351832286
36380,0.913,0.9123,0.9105,0.2738225629791958,0.19730351857941728
36653,0.8748,0.8657,0.8319,4.903978052126206,3.904354857340886
36673,0.8757,0.8667,0.8343,4.727646454265158,3.738317757009344
36769,0.8753,0.8663,0.8326,4.8783274305952204,3.8901073531109263
36779,0.8748,0.8657,0.8329,4.789666209419301,3.788841400023109
36784,0.8757,0.8667,0.8343,4.727646454265158,3.738317757009344
36791,0.8749,0.866,0.8323,4.869127900331463,3.891454965357962
36802,0.8752,0.8663,0.8345,4.650365630712975,3.670783793143246
36842,0.8748,0.8659,0.834,4.663923182441708,3.684028178773535
36843,0.8759,0.867,0.8339,4.795067930129014,3.8177623990772798
36864,0.8757,0.8666,0.8329,4.887518556583312,3.888760673897999
36868,0.8751,0.8662,0.8338,4.719460633070507,3.7404756407296222
36883,0.8761,0.8671,0.8336,4.851044401324048,3.863452888940142
36891,0.8752,0.866,0.8324,4.890310786106027,3.879907621247109
36895,0.8754,0.8663,0.832,4.957733607493717,3.9593674246796717
36902,0.8757,0.8667,0.8334,4.830421377183967,3.8421599169262715
36907,0.8755,0.8666,0.8335,4.7972587093089585,3.8195245788137573
36927,0.8751,0.8659,0.8345,4.639469774882867,3.6262847903914985
36942,0.8759,0.8668,0.8339,4.795067930129014,3.795569912321186
36949,0.8754,0.8663,0.8322,4.934886908841662,3.9362807341567483
36998,0.875,0.8658,0.8318,4.937142857142859,3.9270039270039305
40606,0.9088,0.9059,0.8954,1.4744718309859242,1.1590683298377376
40632,0.9086,0.9057,0.8963,1.3537310147479615,1.0378712597990467
40640,0.9086,0.9057,0.8961,1.3757429011666251,1.059953627028811
40648,0.9091,0.9064,0.8964,1.3969860301397035,1.1032656663724634
40653,0.9083,0.9056,0.895,1.4642739183089264,1.1704946996466368
40660,0.9095,0.9068,0.8963,1.451346893897745,1.1579179532421773
40680,0.9083,0.9054,0.8953,1.4312451833094806,1.1155290479346143
40683,0.9088,0.9058,0.8956,1.4524647887324054,1.1260763965555416
40709,0.909,0.9062,0.8965,1.3751375137513824,1.0704038843522448
40717,0.9087,0.9059,0.8964,1.3535820402773169,1.0486808698531918
40725,0.9088,0.9058,0.8953,1.4854753521126836,1.1591962905718773
40727,0.9084,0.9055,0.8958,1.3870541611624774,1.0712313638873474
40729,0.909,0.9059,0.8965,1.3751375137513824,1.0376421238547384
40738,0.9086,0.9056,0.8952,1.4747963900506238,1.148409893992929
40742,0.9086,0.9056,0.8956,1.4307726172132966,1.1042402826855136
40744,0.9085,0.9057,0.8963,1.3428728673637853,1.0378712597990467
40745,0.9091,0.9063,0.8956,1.4849851501485059,1.1806245172680176
40750,0.9087,0.9057,0.8954,1.4636293606250663,1.1372419123329995
40761,0.9081,0.905,0.8952,1.4205483977535538,1.082872928176799
42492,0.9189,0.9184,0.9171,0.1958863858961828,0.14155052264808013
42560,0.9189,0.9184,0.9171,0.1958863858961828,0.14155052264808013
42570,0.9196,0.9191,0.9176,0.21748586341887796,0.16320313350016938
42600,0.9189,0.9184,0.9168,0.22853411687888797,0.17421602787456944
42628,0.9187,0.9183,0.9168,0.20681397627081888,0.16334531198955207
42633,0.9197,0.9192,0.9176,0.22833532673697843,0.17406440382942187
42636,0.9199,0.9195,0.9178,0.2282856832264487,0.1848830886351316
42644,0.9188,0.9183,0.9166,0.23944275141488677,0.18512468692148915
42655,0.9189,0.9184,0.9167,0.239416693873119,0.18510452961672852
42664,0.9192,0.9187,0.917,0.239338555265446,0.18504408403177575
42671,0.9194,0.9189,0.9173,0.22840983249945518,0.17412123190772072
42675,0.9193,0.9188,0.9173,0.21755683672359422,0.1632564214192366
42685,0.9195,0.919,0.9177,0.19575856443719672,0.1414581066376582
42686,0.9191,0.9187,0.9174,0.18496355130018874,0.1415042995537137
42688,0.9191,0.9186,0.9171,0.2176041780002178,0.16329196603526516
42718,0.9188,0.9184,0.917,0.1959077057030815,0.1524390243902392
42724,0.9187,0.9183,0.9171,0.17415913791226026,0.13067624959163443
42726,0.9192,0.9187,0.9173,0.20670147954743395,0.15238924567322923
